,Timestep 1,Timestep 2,Timestep 3,Timestep 4,Timestep 5,Timestep 6,Timestep 7,Timestep 8,Timestep 9,Timestep 10,Timestep 11,Timestep 12,Timestep 13,Timestep 14,Timestep 15,Timestep 16,Timestep 17,Timestep 18,Timestep 19,Timestep 20,Timestep 21,Timestep 22,Timestep 23,Timestep 24,Timestep 25,Timestep 26,Timestep 27,Timestep 28,Timestep 29,Timestep 30,Timestep 31,Timestep 32,Timestep 33,Timestep 34,Timestep 35,Timestep 36,Timestep 37,Timestep 38,Timestep 39,Timestep 40,Timestep 41,Timestep 42,Timestep 43,Timestep 44,Timestep 45,Timestep 46,Timestep 47,Timestep 48,Timestep 49,Timestep 50
T0000616.sel.02.sine.4.1.foraging_1,260,260.387755102041,260.775510204082,261.163265306122,261.551020408163,261.938775510204,262.326530612245,262.714285714286,263.102040816327,263.489795918367,263.877551020408,264.265306122449,264.65306122449,265.040816326531,265.428571428571,265.816326530612,266.204081632653,266.591836734694,266.979591836735,267.367346938775,267.755102040816,268.142857142857,268.530612244898,268.918367346939,269.30612244898,269.69387755102,270.081632653061,270.469387755102,270.857142857143,271.244897959184,271.632653061225,272.020408163265,272.408163265306,272.795918367347,273.183673469388,273.571428571429,273.959183673469,274.34693877551,274.734693877551,275.122448979592,275.510204081633,275.897959183673,276.285714285714,276.673469387755,277.061224489796,277.448979591837,277.836734693878,278.224489795918,278.612244897959,279
T0000616.sel.02.sine.4.1.foraging_1,381,382.204081632653,383.408163265306,384.612244897959,385.816326530612,387.020408163265,388.224489795918,389.428571428571,390.632653061225,391.836734693878,393.040816326531,394.244897959184,395.448979591837,396.65306122449,397.857142857143,399.061224489796,400.265306122449,401.469387755102,402.673469387755,403.877551020408,405.081632653061,406.285714285714,407.489795918367,408.69387755102,409.897959183673,411.102040816327,412.30612244898,413.510204081633,414.714285714286,415.918367346939,417.122448979592,418.326530612245,419.530612244898,420.734693877551,421.938775510204,423.142857142857,424.34693877551,425.551020408163,426.755102040816,427.959183673469,429.163265306122,430.367346938776,431.571428571429,432.775510204082,433.979591836735,435.183673469388,436.387755102041,437.591836734694,438.795918367347,440
T0000616.sel.02.sine.4.1.foraging_1,462,462.877551020408,463.755102040816,464.632653061225,465.510204081633,466.387755102041,467.265306122449,468.142857142857,469.020408163265,469.897959183673,470.775510204082,471.65306122449,472.530612244898,473.408163265306,474.285714285714,475.163265306122,476.040816326531,476.918367346939,477.795918367347,478.673469387755,479.551020408163,480.428571428571,481.30612244898,482.183673469388,483.061224489796,483.938775510204,484.816326530612,485.69387755102,486.571428571429,487.448979591837,488.326530612245,489.204081632653,490.081632653061,490.959183673469,491.836734693878,492.714285714286,493.591836734694,494.469387755102,495.34693877551,496.224489795918,497.102040816327,497.979591836735,498.857142857143,499.734693877551,500.612244897959,501.489795918367,502.367346938776,503.244897959184,504.122448979592,505
T0000611.sel.03.upsweep.4.1.foraging_1,135,139.469387755102,143.938775510204,148.408163265306,152.877551020408,157.34693877551,161.816326530612,166.285714285714,170.755102040816,175.224489795918,179.69387755102,184.163265306122,188.632653061224,193.102040816327,197.571428571429,202.040816326531,206.510204081633,210.979591836735,215.448979591837,219.918367346939,224.387755102041,228.857142857143,233.326530612245,237.795918367347,242.265306122449,246.734693877551,251.204081632653,255.673469387755,260.142857142857,264.612244897959,269.081632653061,273.551020408163,278.020408163265,282.489795918367,286.959183673469,291.428571428571,295.897959183673,300.367346938776,304.836734693878,309.30612244898,313.775510204082,318.244897959184,322.714285714286,327.183673469388,331.65306122449,336.122448979592,340.591836734694,345.061224489796,349.530612244898,354
T0000611.sel.03.upsweep.4.1.foraging_1,536,538.224489795918,540.448979591837,542.673469387755,544.897959183673,547.122448979592,549.34693877551,551.571428571429,553.795918367347,556.020408163265,558.244897959184,560.469387755102,562.69387755102,564.918367346939,567.142857142857,569.367346938776,571.591836734694,573.816326530612,576.040816326531,578.265306122449,580.489795918367,582.714285714286,584.938775510204,587.163265306122,589.387755102041,591.612244897959,593.836734693878,596.061224489796,598.285714285714,600.510204081633,602.734693877551,604.959183673469,607.183673469388,609.408163265306,611.632653061224,613.857142857143,616.081632653061,618.30612244898,620.530612244898,622.755102040816,624.979591836735,627.204081632653,629.428571428571,631.65306122449,633.877551020408,636.102040816327,638.326530612245,640.551020408163,642.775510204082,645
T0000611.sel.03.upsweep.4.1.foraging_1,859,862.408163265306,865.816326530612,869.224489795918,872.632653061224,876.040816326531,879.448979591837,882.857142857143,886.265306122449,889.673469387755,893.081632653061,896.489795918367,899.897959183673,903.30612244898,906.714285714286,910.122448979592,913.530612244898,916.938775510204,920.34693877551,923.755102040816,927.163265306122,930.571428571429,933.979591836735,937.387755102041,940.795918367347,944.204081632653,947.612244897959,951.020408163265,954.428571428571,957.836734693878,961.244897959184,964.65306122449,968.061224489796,971.469387755102,974.877551020408,978.285714285714,981.69387755102,985.102040816327,988.510204081633,991.918367346939,995.326530612245,998.734693877551,1002.14285714286,1005.55102040816,1008.95918367347,1012.36734693878,1015.77551020408,1019.18367346939,1022.59183673469,1026
T0000611.sel.01.Upsweep.4.1.foraging_1,162,171.775510204082,181.551020408163,191.326530612245,201.102040816327,210.877551020408,220.65306122449,230.428571428571,240.204081632653,249.979591836735,259.755102040816,269.530612244898,279.30612244898,289.081632653061,298.857142857143,308.632653061224,318.408163265306,328.183673469388,337.959183673469,347.734693877551,357.510204081633,367.285714285714,377.061224489796,386.836734693878,396.612244897959,406.387755102041,416.163265306122,425.938775510204,435.714285714286,445.489795918367,455.265306122449,465.040816326531,474.816326530612,484.591836734694,494.367346938775,504.142857142857,513.918367346939,523.69387755102,533.469387755102,543.244897959184,553.020408163265,562.795918367347,572.571428571429,582.34693877551,592.122448979592,601.897959183673,611.673469387755,621.448979591837,631.224489795918,641
T0000610.sel.02.upsweep.3.1_1,63,65.3877551020408,67.7755102040816,70.1632653061225,72.5510204081633,74.9387755102041,77.3265306122449,79.7142857142857,82.1020408163265,84.4897959183673,86.8775510204082,89.265306122449,91.6530612244898,94.0408163265306,96.4285714285714,98.8163265306123,101.204081632653,103.591836734694,105.979591836735,108.367346938776,110.755102040816,113.142857142857,115.530612244898,117.918367346939,120.30612244898,122.69387755102,125.081632653061,127.469387755102,129.857142857143,132.244897959184,134.632653061225,137.020408163265,139.408163265306,141.795918367347,144.183673469388,146.571428571429,148.959183673469,151.34693877551,153.734693877551,156.122448979592,158.510204081633,160.897959183673,163.285714285714,165.673469387755,168.061224489796,170.448979591837,172.836734693878,175.224489795918,177.612244897959,180
T0000610.sel.02.upsweep.3.1_1,353,354.142857142857,355.285714285714,356.428571428571,357.571428571429,358.714285714286,359.857142857143,361,362.142857142857,363.285714285714,364.428571428571,365.571428571429,366.714285714286,367.857142857143,369,370.142857142857,371.285714285714,372.428571428571,373.571428571429,374.714285714286,375.857142857143,377,378.142857142857,379.285714285714,380.428571428571,381.571428571429,382.714285714286,383.857142857143,385,386.142857142857,387.285714285714,388.428571428571,389.571428571429,390.714285714286,391.857142857143,393,394.142857142857,395.285714285714,396.428571428571,397.571428571429,398.714285714286,399.857142857143,401,402.142857142857,403.285714285714,404.428571428571,405.571428571429,406.714285714286,407.857142857143,409
T0000610.sel.03.upsweep.4.1.foraging_1,58,61.5714285714286,65.1428571428571,68.7142857142857,72.2857142857143,75.8571428571429,79.4285714285714,83,86.5714285714286,90.1428571428571,93.7142857142857,97.2857142857143,100.857142857143,104.428571428571,108,111.571428571429,115.142857142857,118.714285714286,122.285714285714,125.857142857143,129.428571428571,133,136.571428571429,140.142857142857,143.714285714286,147.285714285714,150.857142857143,154.428571428571,158,161.571428571429,165.142857142857,168.714285714286,172.285714285714,175.857142857143,179.428571428571,183,186.571428571429,190.142857142857,193.714285714286,197.285714285714,200.857142857143,204.428571428571,208,211.571428571429,215.142857142857,218.714285714286,222.285714285714,225.857142857143,229.428571428571,233
T0000610.sel.03.upsweep.4.1.foraging_1,544,549.897959183673,555.795918367347,561.69387755102,567.591836734694,573.489795918367,579.387755102041,585.285714285714,591.183673469388,597.081632653061,602.979591836735,608.877551020408,614.775510204082,620.673469387755,626.571428571429,632.469387755102,638.367346938776,644.265306122449,650.163265306122,656.061224489796,661.959183673469,667.857142857143,673.755102040816,679.65306122449,685.551020408163,691.448979591837,697.34693877551,703.244897959184,709.142857142857,715.040816326531,720.938775510204,726.836734693878,732.734693877551,738.632653061224,744.530612244898,750.428571428571,756.326530612245,762.224489795918,768.122448979592,774.020408163265,779.918367346939,785.816326530612,791.714285714286,797.612244897959,803.510204081633,809.408163265306,815.30612244898,821.204081632653,827.102040816327,833
T0000610.sel.01.upsweep.4.1.foraging_1,93,101.591836734694,110.183673469388,118.775510204082,127.367346938776,135.959183673469,144.551020408163,153.142857142857,161.734693877551,170.326530612245,178.918367346939,187.510204081633,196.102040816327,204.69387755102,213.285714285714,221.877551020408,230.469387755102,239.061224489796,247.65306122449,256.244897959184,264.836734693878,273.428571428571,282.020408163265,290.612244897959,299.204081632653,307.795918367347,316.387755102041,324.979591836735,333.571428571429,342.163265306122,350.755102040816,359.34693877551,367.938775510204,376.530612244898,385.122448979592,393.714285714286,402.30612244898,410.897959183673,419.489795918367,428.081632653061,436.673469387755,445.265306122449,453.857142857143,462.448979591837,471.040816326531,479.632653061225,488.224489795918,496.816326530612,505.408163265306,514
T0000609.sel.01.upsweep.3.1.foraging_1,210,216.510204081633,223.020408163265,229.530612244898,236.040816326531,242.551020408163,249.061224489796,255.571428571429,262.081632653061,268.591836734694,275.102040816327,281.612244897959,288.122448979592,294.632653061224,301.142857142857,307.65306122449,314.163265306122,320.673469387755,327.183673469388,333.69387755102,340.204081632653,346.714285714286,353.224489795918,359.734693877551,366.244897959184,372.755102040816,379.265306122449,385.775510204082,392.285714285714,398.795918367347,405.30612244898,411.816326530612,418.326530612245,424.836734693878,431.34693877551,437.857142857143,444.367346938776,450.877551020408,457.387755102041,463.897959183673,470.408163265306,476.918367346939,483.428571428571,489.938775510204,496.448979591837,502.959183673469,509.469387755102,515.979591836735,522.489795918367,529
T0000609.sel.02.Upsweep.3.1.foraging_1,78,82.2244897959184,86.4489795918367,90.6734693877551,94.8979591836735,99.1224489795918,103.34693877551,107.571428571429,111.795918367347,116.020408163265,120.244897959184,124.469387755102,128.69387755102,132.918367346939,137.142857142857,141.367346938776,145.591836734694,149.816326530612,154.040816326531,158.265306122449,162.489795918367,166.714285714286,170.938775510204,175.163265306122,179.387755102041,183.612244897959,187.836734693878,192.061224489796,196.285714285714,200.510204081633,204.734693877551,208.959183673469,213.183673469388,217.408163265306,221.632653061224,225.857142857143,230.081632653061,234.30612244898,238.530612244898,242.755102040816,246.979591836735,251.204081632653,255.428571428571,259.65306122449,263.877551020408,268.102040816327,272.326530612245,276.551020408163,280.775510204082,285
T0000606.sel.01.downsweep.3.1.foraging_1,77,78.7142857142857,80.4285714285714,82.1428571428571,83.8571428571429,85.5714285714286,87.2857142857143,89,90.7142857142857,92.4285714285714,94.1428571428571,95.8571428571429,97.5714285714286,99.2857142857143,101,102.714285714286,104.428571428571,106.142857142857,107.857142857143,109.571428571429,111.285714285714,113,114.714285714286,116.428571428571,118.142857142857,119.857142857143,121.571428571429,123.285714285714,125,126.714285714286,128.428571428571,130.142857142857,131.857142857143,133.571428571429,135.285714285714,137,138.714285714286,140.428571428571,142.142857142857,143.857142857143,145.571428571429,147.285714285714,149,150.714285714286,152.428571428571,154.142857142857,155.857142857143,157.571428571429,159.285714285714,161
