,Timestep 1,Timestep 2,Timestep 3,Timestep 4,Timestep 5,Timestep 6,Timestep 7,Timestep 8,Timestep 9,Timestep 10,Timestep 11,Timestep 12,Timestep 13,Timestep 14,Timestep 15,Timestep 16,Timestep 17,Timestep 18,Timestep 19,Timestep 20,Timestep 21,Timestep 22,Timestep 23,Timestep 24,Timestep 25,Timestep 26,Timestep 27,Timestep 28,Timestep 29,Timestep 30,Timestep 31,Timestep 32,Timestep 33,Timestep 34,Timestep 35,Timestep 36,Timestep 37,Timestep 38,Timestep 39,Timestep 40,Timestep 41,Timestep 42,Timestep 43,Timestep 44,Timestep 45,Timestep 46,Timestep 47,Timestep 48,Timestep 49,Timestep 50
T0000641.sel.02.upsweep.3.1.social_1,10101.2390650967,10903.2052062234,10974.7840466939,11211.9203527006,11379.5526436369,11426.4070369835,11473.4543495286,11473.4543495286,11473.4543495286,11473.4543495286,11520.6953756016,11520.6953756016,11520.6953756016,11520.6953756016,11520.6953756016,11476.3466572474,11485.9876829766,11498.5210164245,11520.6953756016,11520.6953756016,11520.6953756016,11554.5779021736,11543.9291081081,11568.1309128023,11568.1309128023,11610.9014712787,11615.7617620147,11807.3638943144,12003.936988704,12053.3622344047,12053.3622344047,12102.9909845819,12079.6958569477,12102.9909845819,12102.9909845819,12102.9909845819,12102.9909845819,12102.9909845819,12152.824077149,12204.9131414243,12253.1066583702,12354.2167506318,12478.1414291558,12674.2849203289,12978.6413996438,13402.2596532325,13860.5752466437,14313.0782173435,14987.8089145845,17808.8484550925
T0000641.sel.02.upsweep.3.1.social_1,10018.5679225675,10198.2852059753,10395.997328009,10742.5114423841,10966.4150048934,11102.4335130124,11284.5304588326,11426.4070369835,11473.4543495286,11565.226696239,11568.1309128023,11548.769469047,11524.5676643527,11568.1309128023,11568.1309128023,11530.3960272764,11605.0691223956,11637.2350934213,11663.5887274202,11673.3895211124,11711.6126165116,11849.9283024354,12053.3622344047,12178.3538099654,12345.9459081055,12619.1345771034,12872.4208552065,13238.0654374941,13763.3422310247,14323.76759241,14997.6786456383,15510.36005371,16063.6724950693,16629.8273637781,17735.8226309761,18061.5503742934,18594.9073978054,18869.6917701243,19097.3171948727,19175.9488634219,19175.9488634219,19145.4590327599,19019.0079583106,18860.1943611857,18451.9245967272,18201.4254078647,18479.7610182406,18555.8499488703,18683.9185863463,19019.0079583106
T0000641.sel.07.concave.3.1.social_1,18632.2521695561,18555.8499488703,18607.3045056587,18441.0993216942,18227.3932771489,18076.7564867565,17805.8739203331,17477.6150625694,17108.1840336468,16841.834958062,16719.128604201,16511.5872577686,16336.5862345809,16277.8001799859,16155.4258998985,15997.8028277943,15848.1553834739,15793.7527208527,15678.9254777798,15678.9254777798,15631.6905402667,15614.6334794981,15588.4994523027,19019.0079583106,18934.6795594614,18863.3514979939,18804.9444670425,18663.5651494289,15578.0458414246,15550.6051128695,15550.6051128695,15610.7133754188,15600.2597645406,15614.6334794981,15678.9254777798,15743.4821931967,15816.2748492552,15873.3941397304,15938.751564232,16087.9292960485,16234.1981722095,16290.1042379244,16423.1881254889,16605.9210895961,16731.7397740744,16927.9177221477,17056.1607678077,17208.53671013,17763.5117852751,19413.7917642245
T0000640.sel.08.concave.3.1.social_1,19493.7264913755,19254.9042915461,18632.2521695561,17955.803375226,17590.6680899194,17091.9189457963,16813.2944630852,16403.8508153027,16070.2748330753,15873.3941397304,15678.9254777798,15614.6334794981,15743.4821931967,15360.0910147377,15171.9109493539,15234.3800732028,15360.0910147377,15614.6334794981,16004.3780926757,16136.4428980069,16269.5974746936,16403.8508153027,16607.3108625751,16882.5218516211,17232.9579124617,17518.5369222438,17735.8226309761,17955.803375226,18103.9709368509,18253.3611464331,18555.8499488703,18786.0016461934,19097.3171948727,19334.1848122994,19573.9903433406,19735.5108478725,19898.3641860744,20145.1673400122,20647.9950536848,17735.8226309761,17735.8226309761,17590.6680899194,17518.5369222438,17375.1607033988,17162.2935482445,17162.2935482445,18103.9709368509,19175.9488634219,19413.7917642245,19654.5846752647
T0000640.sel.13.sine.3.1.social_1,17808.8484550925,17599.5368444452,17464.293871726,17259.0231317072,17090.6299608435,16925.0804802397,16776.7871910932,16597.5824517224,16537.8279124411,16471.392352529,16471.392352529,16539.211986606,16607.3108625751,16607.3108625751,16675.6901301924,16755.607028705,16816.1200707806,16882.5218516211,16937.8480688253,17069.0337118836,17130.6967879616,17365.1082170183,17540.6178919404,17617.3291280727,17813.3378327707,18020.7006669545,18424.4296728133,18685.4842353399,18907.733402907,18976.0349088942,19044.5783212697,19192.0622161003,19580.5694724773,19888.4140019597,19966.9177885461,19898.3641860744,19980.2941012235,20018.9093433613,20062.5613562129,20163.7878947117,20395.0316398927,20395.0316398927,20479.0065433618,20625.5321555174,20785.2767229225,17160.9992559998,17643.9901662259,17771.6640169828,17983.0738903443,18403.9840930097
T0000640.sel.13.sine.3.1.social_1,17021.8329169386,15926.7471393235,15503.8528099347,15137.6303349077,14986.0363219376,14868.3825607888,14802.4388880292,14741.7409545578,14681.2919151473,14681.2919151473,14681.2919151473,14681.2919151473,14754.1282879193,14802.4388880292,14802.4388880292,14863.386740363,14982.2740292014,15164.2930350326,15462.2952073259,16036.6540471571,16314.7123538014,16529.5234674521,16816.1200707806,17037.5665152536,17637.0314254473,18373.1815627152,18708.9689702445,19094.1208995028,19425.2110109604,19413.7917642245,19413.7917642245,19493.7264913755,19654.5846752647,19735.5108478725,19735.5108478725,19735.5108478725,19654.5846752647,19493.7264913755,19413.7917642245,19321.2410538091,19148.6684886191,18899.8080627439,18654.1712554671,18403.9840930097,18172.4275497666,18010.1204523152,18103.9709368509,18253.3611464331,18465.8428074839,19175.9488634219
T0000640.sel.12.upsweep.3.1.social_1,17162.2935482445,17020.4084549269,16882.5218516211,16813.2944630852,16744.3509439479,16737.3447384626,16675.6901301924,16675.6901301924,16675.6901301924,16688.3013000658,16730.3385329774,16744.3509439479,16744.3509439479,16813.2944630852,16833.0737169526,16952.0342783649,17091.9189457963,17116.3346241967,17259.0231317072,17375.1607033988,17404.3610412024,17549.450279819,17695.7489118824,17770.1000586226,17918.2378558097,17993.5235676491,17947.3753342852,17583.4411110601,17405.8210580926,17821.5332552882,18299.3754815485,18451.9245967272,18632.2521695561,18812.940876688,18971.358021479,19074.9431272835,19155.0874003374,19235.568268332,19334.1848122994,19477.4132817529,19559.2480031838,19654.5846752647,19805.1617446887,19898.3641860744,19980.2941012235,20138.4239943959,20301.2235027097,20475.5789962814,20646.2671384411,20818.3780221109
T0000640.sel.12.upsweep.3.1.social_1,18786.0016461934,18590.1529867293,18403.9840930097,18204.4804513099,18088.8207359375,17900.2064064898,17713.5594537018,17601.0149701995,17518.5369222438,17378.0807371792,17267.7115381223,17228.6315228158,17162.2935482445,17162.2935482445,17162.2935482445,17162.2935482445,17162.2935482445,17232.9579124617,17298.1209605753,17408.7410918729,17520.0089868902,17663.0962518801,17808.8484550925,18005.5940292244,18120.7047755636,18253.3611464331,18428.7275787993,18622.8967955946,18786.0016461934,18863.3514979939,19019.0079583106,19025.4005490504,19175.9488634219,19254.9042915461,19334.1848122994,19356.9296557066,19413.7917642245,19493.7264913755,19573.9903433406,19613.4651181606,19657.8877843508,19735.5108478725,19816.7702274914,19898.3641860744,19918.4286550905,19980.2941012235,20091.220575082,20145.1673400122,20311.4010785379,20395.0316398927
T0000640.sel.10.sine.3.1.social_1,19334.1848122994,18626.028040931,17943.8070552151,17083.336983079,16528.1393932873,15990.9849236055,15614.6334794981,15342.0954129978,15212.7910993275,15149.0572063898,14924.5855405799,14986.0363219376,14710.8996079198,14802.4388880292,15270.2236934572,15693.5204470687,16179.8326166162,16403.8508153027,16726.1348096862,17006.1638348098,17290.880621896,17590.6680899194,17874.6926610396,18099.4258765769,18326.9840826177,18405.5305608715,18555.8499488703,18786.0016461934,18941.0198315918,19033.3912874751,19254.9042915461,19413.7917642245,19573.9903433406,19735.5108478725,19816.7702274914,19816.7702274914,19816.7702274914,19816.7702274914,19654.5846752647,19446.4181834698,19126.202297605,18786.0016461934,18555.8499488703,18403.9840930097,18178.5125820257,17894.1959233832,17527.3693101224,17446.7015310176,17443.7814972372,18103.9709368509
T0000640.sel.06.upsweep.3.1.social_1,16952.0342783649,17256.1746946555,17518.5369222438,17626.1431080226,17710.5910300653,18029.7349523752,18176.9913239609,18253.3611464331,18328.5178937882,18403.9840930097,16941.6534684207,16004.3780926757,16070.2748330753,16070.2748330753,16070.2748330753,16070.2748330753,16095.9318378447,16136.4428980069,16136.4428980069,16202.8834046274,16269.5974746936,16365.4139120331,16443.8243781509,16471.392352529,16539.211986606,16612.8928436051,16692.505023357,17524.5416001404,18676.0903413781,18863.3514979939,19246.8476152069,19254.9042915461,19334.1848122994,19334.1848122994,19413.7917642245,19470.8879979038,19573.9903433406,19820.1005931478,20013.9417009763,20228.1134473101,20395.0316398927,20596.2638770553,20733.0115136775,20904.0960202812,21006.040994759,21280.8681418773,21559.28120468,21751.7657106325,22309.6402236094,22508.8038303986
T0000640.sel.07.concave.3.1.social_1,18029.7349523752,17762.7590486394,17481.9586474833,17259.0231317072,17126.3881388322,17064.7427305249,17003.3149107864,16872.6322246874,16744.3509439479,16682.6963356776,16501.9046711108,16427.283593524,16234.1981722095,16175.7648304966,16051.4471929611,15928.0809643134,15805.6588984555,15684.1954137322,15678.9254777798,15614.6334794981,15550.6051128695,15550.6051128695,15486.839296863,15486.839296863,15486.839296863,15486.839296863,15434.9990176934,15423.3349548803,15486.839296863,15486.839296863,15550.6051128695,15563.6721264672,15678.9254777798,15740.8472252205,15797.7214467203,15854.7971614361,15912.0750644354,15969.5558530933,16070.2748330753,16151.3581137788,16209.6909627974,16335.2191170322,16461.7435614966,16521.2190224631,16717.7273631039,16847.2017554293,16933.697345003,17038.9968423731,17179.6347339516,17663.0962518801
